"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151"
"1",0.5,0.00207380738319528,0.00137977960444588,0.00240392924445118,0.00231207857718891,0.00138854310922202,0.00211522381835772,0.00139871257043362,0.00159283048457015,0.00112308487544827,0.00218023782415989,0.00162099067862876,0.00608673821328306,0.00209166829584177,0.0014685714356367,0.00626314080655346,0.00110115787208525,0.00158191998780135,0.00145730514453509,0.0126577469072549,0.0010495182324609,0.00178492097293789,0.00423182664890859,0.0016426723110025,0.00184690798462445,0.0022425868559626,0.0034328849954364,0.00342733550011948,0.0127460882213911,0.00149104835495592,0.00182608326704072,0.010859593630858,0.00211614293445697,0.0130471149339097,0.00152566673191633,0.00144589097801162,0.00133631138231605,0.00225317432124348,0.00479513445347763,0.00173688912317349,0.0184409471795663,0.00146400114731276,0.00173568198547528,0.0068166295109661,0.00143466297531964,0.00833828924904822,0.00606665528361972,0.00255961214228037,0.00158291818998048,0.00146088098575633,0.00196992057025134,0.00149383846604378,0.00350643115329719,0.00128847650954716,0.00710844923319716,0.00118289944605819,0.00196235450343979,0.00229044455043574,0.00692473638993024,0.000862963230264315,0.002076865050079,0.00157513919609874,0.00190572808318861,0.0224390631588187,0.00143798007817158,0.00132431611862039,0.00156692662503819,0.00157261715784776,0.00116306343351703,0.00136951241652471,0.00090051669686799,0.0015090821463229,0.0013440452977056,0.00193017520062111,0.00660721864674879,0.00114425020855545,0.00126025477548924,0.00278983910193334,0.00108012580334521,0.00147732660153737,0.00117871366372669,0.00117841229802977,0.00137637522977116,0.00128326934393545,0.00161883098386459,0.00143516956174323,0.00484123489912493,0.00126801209615777,0.00172682884375881,0.000994310669565959,0.00164761096436315,0.00297891437487996,0.00132745187825088,0.0018622965353825,0.00105718443535147,0.00172484572769953,0.00123893311562771,0.0092781317364671,0.00114716880720206,0.00155429177732739,0.0203274498418019,0.00110257563845169,0.00199805500984046,0.00653740636175744,0.00115881328963277,0.00185864430734775,0.00154977991456255,0.00583235481037138,0.00556258709806782,0.00111690654341074,0.00142851040137393,0.00121882437973132,0.00125057680367999,0.00197382921076855,0.00127785510091738,0.00137337945956296,0.0127726512721434,0.00697461342640752,0.0223905867335205,0.00128546805887347,0.0087354900769303,0.00130491084531121,0.00113470170441787,0.00159664603414796,0.00168355666236527,0.00297358606017712,0.0017748841047975,0.00625622126637652,0.0106218708625732,0.00623428428756698,0.00172926510048615,0.00170238520081321,0.00280676359154294,0.0075939383636634,0.00152581087660253,0.00224953614514395,0.00142069633419224,0.00707821796914111,0.00287715229125508,0.0127956526736867,0.00124715524400384,0.00120630327367837,0.00112319715518359,0.00120895401830316,0.00281129885481714,0.00253100859770452,0.00146420453733466,0.00441691256208404,0.00103424837647937,0.00147725558418202,0.00197154904882832
"2",0.00207380738319528,0.5,0.00174018228892739,0.00106950310693993,0.00188419676971813,0.00785386386794625,0.00800495346530318,0.00178048636536595,0.00179526412624913,0.002378369295027,0.0047523621469387,0.0016626927607826,0.00247260213268344,0.00195558256152445,0.00234778346714438,0.00226385311590552,0.00737294084207094,0.0015280606241357,0.00390540303674649,0.0073509003598832,0.00171846698932131,0.00196627577754625,0.00171581706070122,0.00788951969881759,0.00172355248431502,0.00585201827971211,0.00199824314982354,0.00195668627937675,0.00194228553056112,0.00708407128830581,0.0017426519534722,0.00162020736020678,0.00176312026629042,0.00211363885298732,0.00167172784378881,0.00135171392180752,0.00180157537664352,0.00389418781580189,0.00178324341494659,0.00801931322600184,0.00162162801854429,0.00211597257593091,0.00202479533945744,0.005494913442311,0.00224404415922129,0.00139199617644761,0.00182373290059627,0.00147360070718928,0.00212707773290399,0.00168550935315057,0.00175821609082162,0.00243507149734423,0.00194072436510771,0.00246161326996581,0.00865195741123566,0.00272020764969916,0.00714090589259013,0.0015982813954398,0.00219012239389878,0.00193877744641816,0.00148866343177541,0.0018052959862961,0.00175112237898134,0.00600411695660885,0.00168911079381967,0.00177294664944541,0.00237346683246086,0.00183708029533535,0.00177720178460612,0.0119689835906982,0.00224434828728051,0.00405992008572515,0.00151830869105657,0.00218632529448153,0.00817476537785583,0.0124864051439019,0.00439194525648827,0.00320187690531229,0.00175781074137626,0.00779944595238166,0.00174944828745325,0.00220829624679095,0.00228360040114431,0.00250893366801346,0.00223343691352385,0.00117938881062265,0.00603503260564386,0.0017988364801244,0.00201015381211928,0.00206873383803375,0.00152590899603668,0.0017550139310556,0.00163797306418892,0.0139843802230166,0.00186159371797991,0.00180234115384522,0.00450474264530115,0.00209234874439953,0.00160014930933308,0.00670293206656723,0.00149449628777882,0.00196862709699206,0.00220538983388385,0.00248792520542986,0.00171479526201423,0.00181679928144104,0.00157469048927423,0.00210444646227586,0.00579074886385689,0.00165462544525967,0.00422028645617457,0.0110415521573017,0.00155480596014415,0.00187886780513211,0.00369259865966838,0.00145248067323486,0.0069871379788564,0.00212046198060325,0.00193904358002195,0.00167477676104127,0.00190386012160636,0.00185688468823165,0.00250617156924647,0.012719853723511,0.00162957169176372,0.00178861999599692,0.00155348369526545,0.00429711410283155,0.00197455696600065,0.00807166356267172,0.00955538717670289,0.00172039108287207,0.00793845242144835,0.00844858289731218,0.00163127885612411,0.00167312796415429,0.001435817215353,0.00667789485141759,0.00162987848230396,0.00189819055842579,0.00166768725859006,0.010928016371188,0.00166957676265099,0.00153762788111692,0.00173974031922773,0.00215051310380972,0.00163433739717513,0.00165581769205905,0.0019885608198716,0.00628383728110169,0.00166904932775935
"3",0.00137977960444588,0.00174018228892739,0.5,0.00154961872504417,0.00585152777486111,0.00164769979224659,0.00444638787153788,0.001668655985866,0.00177441614355648,0.00149102249398723,0.00343128130716207,0.00476281443293313,0.013959881492519,0.00376947306468103,0.00296454336462036,0.00629870710132335,0.00137830420921826,0.00201625125778612,0.00212583234933278,0.00160851936492863,0.00183894481953548,0.00131993428639946,0.00145601384396014,0.00164637277494976,0.00170791634439363,0.00335099090400754,0.00381181998872193,0.00832458305057218,0.00125066397767291,0.0012615903175239,0.00200668808112899,0.00121855673056173,0.00183625226434582,0.00149605196412244,0.00550779540856603,0.00541049681323169,0.0015971849048139,0.00443779805434375,0.00139876002962866,0.0015130914694024,0.001110013400755,0.00182671715553483,0.0073211725246076,0.00286869377074394,0.00439022755274672,0.00136825878858479,0.00198412491724831,0.00145816900390675,0.00524534571742415,0.00196543286564903,0.00376358492970164,0.00145536068196724,0.00149406494307933,0.00157628024827309,0.00192855773012246,0.00896864262637061,0.00609669925997655,0.00164719786020096,0.00143593456562316,0.00743919219543922,0.00532889477093419,0.00196052875900567,0.00140819340609742,0.00152316193147288,0.00139894814163642,0.00242863004141431,0.00135969605678666,0.0130134480702722,0.00612275965398312,0.00232360612239383,0.00164952901770058,0.00672734931337565,0.00163936884874926,0.00552086702666359,0.00742894847733536,0.0014549921587487,0.00165199740821684,0.00513468444758106,0.00162735089852152,0.00655197262468621,0.00158807568649625,0.00128763215392754,0.00198528615214753,0.0014970398144058,0.00824420625691187,0.00193180493840429,0.00207633482402809,0.00140169810361587,0.00177675489076622,0.00180854958262489,0.00166796982634131,0.00156733636417961,0.0141831354145441,0.00164187140359524,0.00160678030034479,0.00134836273088759,0.00124291169383596,0.00760050957367782,0.00168305303959931,0.00130323672662589,0.00110551209764179,0.00647654117687217,0.00234925828565551,0.0031245183147661,0.00413238244540755,0.00165770627020506,0.00585078249533077,0.00224314795817349,0.00227103803966136,0.00765277084430322,0.00373498681168281,0.00154208525776318,0.00811600522466372,0.00917880331458642,0.00131914871848605,0.0130210706973957,0.00308936519090232,0.00179531644030423,0.00116565435560377,0.00152610170802899,0.00158813603079579,0.00121153607495507,0.00148709197116653,0.00804916498026627,0.00708565907974306,0.00188951467096124,0.0018102545694117,0.00986338531562919,0.00353547923144664,0.00152499272380894,0.00903166304445744,0.00179927600277805,0.00154565521766511,0.00170793296868824,0.00150737265343638,0.00478634509993989,0.00835467426470689,0.00147141938448471,0.00179337256207349,0.00119228140391779,0.00195123222260208,0.00141698064897381,0.0015336781939473,0.00166843147741216,0.00658265122877558,0.00154022280848889,0.0113604214847954,0.00144326058905606,0.00712287974124614,0.00152615517942368,0.00198032117238636
"4",0.00240392924445118,0.00106950310693993,0.00154961872504417,0.5,0.00437969065462419,0.00142302988694311,0.00158134179604369,0.00154750708903666,0.00291289183008639,0.00141224568616497,0.0013923273022975,0.00397888631124122,0.0012123541052174,0.00116062257559544,0.00203815089436411,0.000953871231838215,0.00127770587777362,0.0123509688607106,0.00359994203073825,0.0023557843853461,0.0019994780013604,0.0014994226993679,0.00168935737549884,0.00127400161970989,0.00855999854124219,0.00223765311380161,0.00216058798273548,0.00201645532376163,0.0024928685067198,0.00204528707835928,0.00202712955876178,0.00194359339019827,0.00149617425784126,0.0027051065223582,0.00430974631535579,0.00625552558940171,0.0044707334905483,0.00427391150719131,0.00175104495551212,0.0025674970012305,0.00544494003645365,0.00143480810691924,0.00103254140336917,0.00123328672514325,0.00144629715066613,0.00699177520352975,0.00133785313453429,0.0167874208121144,0.00116734298141865,0.00178654203678382,0.00151002803806818,0.00133735308955634,0.00197200264180624,0.00159420589085214,0.00170082974799126,0.00111360423292627,0.00112765613791931,0.0080491736504004,0.00236896038599453,0.00171643644577909,0.00926022991712412,0.00324682711361605,0.00708961545804593,0.00183763358331982,0.00211688145532822,0.0015233301340989,0.00704578402079112,0.00148081124244832,0.00729663735011982,0.00107013077443066,0.00167420207376206,0.0013872224412558,0.00616059648914128,0.00121206071267449,0.00117148617822797,0.00137502031547501,0.00132913671494755,0.0064687793047825,0.00694062082632571,0.0024700585314371,0.00243197221337691,0.0016698604919278,0.00161816167859194,0.00466038675309717,0.00124850195080658,0.0092016807681966,0.00163622553501114,0.00677487467569918,0.0036375631986063,0.00156138161690032,0.00461872861895151,0.00214784859824099,0.00161504782606778,0.00150131192555142,0.00184883031409721,0.00194179625177994,0.00130915859297727,0.00105957881299449,0.00190607429235283,0.00295956663973487,0.00833521289836056,0.00251837489949601,0.00164562806095956,0.00126685305847164,0.00148381390252736,0.00764562431872639,0.00740893679615385,0.00147672178676493,0.00112800593160442,0.00178913364057412,0.00256530026682481,0.00163572689059747,0.00147903843289505,0.00161419032005103,0.00128202476477893,0.00906147818313245,0.00275979889521234,0.0018287830913539,0.00696067091985485,0.00190458147430597,0.00510365537540924,0.00187545930224056,0.00620107956047436,0.00105995223710889,0.00575928864565901,0.00238922695886116,0.00678435041929695,0.00118143331316051,0.0113012644676863,0.00147266966961642,0.00152336803847425,0.00288230772676682,0.00212757682575954,0.00130353690373468,0.00691343508869568,0.00771704703114127,0.00681532936505945,0.00134430088108866,0.00897044738281872,0.00677760625706788,0.0112578056677012,0.00173025468901104,0.00872869700750042,0.00757057228846012,0.00180512818707724,0.00226354828051514,0.002625136126459,0.00178347347379243,0.00465087168876479,0.00476355549292629,0.00136993307927868
"5",0.00231207857718891,0.00188419676971813,0.00585152777486111,0.00437969065462419,0.5,0.00163571798500194,0.00358219426468192,0.0012032139700478,0.013444524860515,0.000930454923176707,0.0011721998723481,0.00263311860241744,0.00178025543999887,0.00146017654808169,0.00929998763481507,0.00165336407900606,0.000898837138362509,0.00291603955683704,0.00161053274554688,0.00452028101914628,0.00116837970668916,0.00145636983420577,0.00123266518323846,0.00121187941177301,0.0200015703407186,0.00175466660988615,0.0184248637410136,0.00348077105579962,0.0018802853784915,0.00151820383527409,0.00212221248300183,0.00161753123016035,0.00118741149312615,0.00840251309147057,0.00916941684444469,0.00154120519072896,0.00276596160044166,0.00952823096708889,0.00111502267536035,0.00206802897127609,0.00241764878060443,0.00124065777464949,0.00153863334612249,0.00170785838180352,0.00119040621830024,0.00202214565785342,0.0016022047188791,0.00649049379742046,0.00140573126250405,0.00125433681123875,0.0035342250498063,0.0014817653627718,0.001665157650559,0.000993187814483737,0.00548223084768489,0.0016343659397827,0.0058094733379776,0.00243871628498776,0.002353345651659,0.00124755345993534,0.00703143706266002,0.00701822812889341,0.0019640710398922,0.00244765764278678,0.00219801002431942,0.00127658069412316,0.00669498878926051,0.00114979892735669,0.00430194635006541,0.00142871413473637,0.000885708257932999,0.00214253627685081,0.00112329663684878,0.00567055331191662,0.00144306382981584,0.00105882480721133,0.000977562443048727,0.0135061848405582,0.00191205057393192,0.00657049974865203,0.00789468655216123,0.00192571425830349,0.00111861863750167,0.00174798553299891,0.00143766380368326,0.00245411010563015,0.00674318595868144,0.00186317973063406,0.00170409085717585,0.00160746588728802,0.00180428996607109,0.00615104146109149,0.00184037673003585,0.00196697777374687,0.00107592636276259,0.0013992731711327,0.000852870094215584,0.00169217406767023,0.00123713583839509,0.00380668441720687,0.00439926314293079,0.00393125378485721,0.00178581549666417,0.00163381439637513,0.00129371367857437,0.00123189923837697,0.00247588227562772,0.00162773287999903,0.00181735121535164,0.00147444522251909,0.00263259615968379,0.00139497385102543,0.00145570458619378,0.00238428485861156,0.000936351118963838,0.00390093813718918,0.011487331567984,0.00226853656117107,0.00729758014328414,0.00112886307202828,0.0114353071642663,0.00113888022426594,0.00161804286445417,0.00119332555438794,0.00660664433695653,0.00172997712924938,0.0047726349326398,0.00619856322274853,0.00201717770578206,0.0013063671201276,0.00769154147394901,0.00795397949026336,0.0122245287732459,0.00159366786013923,0.00256809694764953,0.00268886044542007,0.00272472568705312,0.00123179718644751,0.00231241741438886,0.00292983592962376,0.00139362411754518,0.00108283479531098,0.00395653674562238,0.0122991580664934,0.00124427493593154,0.00668460335351452,0.00240271796388474,0.00103919720060689,0.00212328183892221,0.00288718268883991,0.00316012453511342
"6",0.00138854310922202,0.00785386386794625,0.00164769979224659,0.00142302988694311,0.00163571798500194,0.5,0.00697045223998687,0.00181282368141382,0.00166095960463061,0.00988119232344468,0.00159159658177259,0.001601496082098,0.00513580659951327,0.00173447519408522,0.00204006004251714,0.00134177885251203,0.01560715142848,0.00217145051977643,0.00137934246513375,0.00670748127157092,0.00428614412721918,0.00182669372295499,0.00148822684576648,0.00179795167475087,0.00149321375952706,0.0069677376668352,0.00143307969048642,0.00548218427240445,0.0015075973395788,0.0116056780831337,0.0019970666703679,0.0011481217740761,0.00162099375123685,0.00496691551450279,0.00131069867912319,0.00172125843599198,0.00193189862355866,0.00146517803657546,0.0019360369024986,0.00180374149021731,0.00205292251291851,0.00283335179791066,0.00176251578441328,0.00130233618851115,0.00245950146249817,0.00143894707100198,0.0010792036200032,0.00340210722168036,0.00125698100352327,0.00147716874969269,0.00125842147910371,0.00174004850978264,0.0014285505241093,0.00744425846910402,0.00141933185967088,0.00765743310590897,0.00517051100758539,0.00149646313711473,0.00186783542991272,0.0128573618228402,0.00161989839958535,0.00605305455345066,0.00124512621174609,0.00145657237272509,0.0019953906249199,0.00223522383200095,0.00119196144103798,0.00132289012989967,0.00618630963807811,0.00807011570766947,0.0081431266878455,0.00204073826591628,0.0023889033328303,0.00563717736165956,0.00131445180062783,0.0108683623958956,0.00829050003649625,0.00551821379855753,0.00861188365084842,0.00723966286855412,0.00228007554517548,0.0075111974071514,0.00313113354952937,0.010223350264833,0.00126594616909672,0.00122304508654945,0.00132036217799272,0.00139365471380732,0.00186141792631466,0.00790965043564959,0.00145702197062361,0.0017418355381726,0.00160247403563618,0.00696214174554787,0.00141532021827993,0.00104241083734246,0.0256608981725303,0.00137629785275993,0.0020517030616823,0.0024794577456249,0.00154445848719832,0.00372122064732449,0.00182291875477613,0.00159168532577988,0.00160651095230981,0.00173742070030042,0.00168063159980337,0.00123027026788272,0.00148117392506764,0.00145834465413918,0.00684491651322194,0.00159653517585088,0.00207815888370094,0.00117178829942915,0.0162374767494649,0.00119528966746185,0.0060495602574192,0.00113765073576159,0.00144099888797815,0.00204045978358285,0.00350121618649389,0.00133241281318018,0.0102276090770438,0.00237202620167099,0.00324281879169022,0.00106236277851414,0.00174987901222828,0.00122020502769673,0.00346579165538706,0.00712028320841105,0.00375337232601004,0.00175226387205776,0.00148927294178649,0.0013761107265836,0.00125398843532261,0.00138000509035612,0.00198769241519134,0.00121349844505939,0.00147616196145068,0.00206992272306873,0.00198061834171203,0.00711138430805112,0.00187510082706155,0.00187650190409473,0.00140767815472988,0.00168974643014061,0.00182289518287613,0.00145726224227706,0.00155430508060106,0.00364883056298367,0.00143932732603326
"7",0.00211522381835772,0.00800495346530318,0.00444638787153788,0.00158134179604369,0.00358219426468192,0.00697045223998687,0.5,0.00863766067892968,0.00205105698548422,0.00116739745121169,0.00207477460049213,0.00537001476502747,0.0167432556456477,0.0014289882054977,0.00215806617213998,0.00186746271187421,0.00129524906879192,0.00543237039965628,0.00791789186558694,0.00712561035868868,0.00140600852208418,0.00170829543004098,0.0012235277178675,0.00201219248284416,0.00178595362803685,0.0065284270602176,0.00227189780397049,0.00226005053416726,0.00179678672392976,0.00121595695494489,0.00224018605498729,0.00150078073809387,0.0015072799758036,0.00222060354314302,0.00226454404363395,0.00167538973208886,0.00147813245874356,0.00390913537969907,0.00165282146261317,0.00177791664529551,0.00140685255736386,0.00201091049712518,0.00183882687073425,0.00717439926011145,0.00180753102541304,0.00130103894385244,0.00216458844866588,0.00619970651335195,0.00719857938816025,0.0014778937854771,0.00209199040180478,0.0016303179883933,0.00223396146089214,0.00151015103394432,0.00645971996989855,0.00160932983391815,0.00576850642195123,0.00170082247420823,0.0014581045145183,0.00138260862888043,0.00181796220440894,0.00616657536127831,0.00373012976235997,0.00223776841158995,0.00135936369626624,0.00141597143857673,0.00177126114739896,0.00753484594966537,0.00385029902998149,0.00167003785924247,0.00119596943819762,0.00896543818278978,0.00161961439139874,0.0035460503960563,0.00280776211390924,0.00142261900610379,0.00114511349859193,0.00665538017679883,0.0030267448738736,0.00826933634388989,0.00145498167053751,0.00123402283005402,0.00131999536363755,0.00151579240028505,0.00681549044721353,0.00376138055517477,0.00221457966211215,0.00176703712115271,0.00177326280720954,0.00133673807358437,0.00176594311362081,0.00153100358168782,0.00201234252015963,0.00829398493184564,0.00540951861122607,0.00557457602054007,0.00139574182400831,0.0117199886264931,0.00157484068317292,0.00164791777683916,0.0015141375941527,0.00133747021139945,0.00235742240583961,0.0230538936262587,0.0066095054614179,0.00176954802702714,0.0036621023248609,0.0102632611390845,0.00185585929554724,0.00217233121442166,0.00833354893026759,0.00171043841222416,0.00230177869367366,0.00584679413339514,0.00125417196257115,0.00444272706433239,0.00761616706270496,0.002437100000434,0.00167404849438428,0.00193520287042172,0.00648847296515644,0.00299942520675831,0.00120432615752291,0.00222468714925836,0.00635866906903116,0.00244670662318478,0.00170701155305996,0.00676037871282373,0.00219684885579122,0.00155009286809231,0.00256020038075618,0.00168536676721609,0.00216518781201378,0.00226791126554816,0.00527115296652054,0.00180906282945977,0.00184098728047873,0.00222278789906006,0.00189771799766753,0.00175953586541169,0.00148999212023262,0.00160009005553268,0.00415735991535246,0.00173261423880313,0.00942155628940665,0.00160386113179306,0.00197576608110309,0.00124913304153685,0.00162636174153483,0.00357520906558048,0.00204025041002086
"8",0.00139871257043362,0.00178048636536595,0.001668655985866,0.00154750708903666,0.0012032139700478,0.00181282368141382,0.00863766067892968,0.5,0.00111232804689298,0.00195084941656305,0.00132497725848701,0.00103290599483087,0.002133596317788,0.00151383506246586,0.00207089919896684,0.001355479887775,0.00724922737887156,0.00101102134230351,0.00702532482834075,0.00123444487366654,0.00590742531443363,0.0126416902428967,0.00414765854809401,0.00161786775113877,0.00100941119800549,0.00976582007000824,0.00136832451778294,0.00125933053252958,0.00135249086660379,0.0019099682081201,0.00329428468604765,0.00134379183720358,0.00162316347008295,0.00115594264408545,0.00101065565881164,0.0130208180433186,0.0024177744587372,0.00146655476331996,0.012715357461561,0.00250108610518247,0.00578516461704326,0.00121783496938575,0.00674080550496724,0.00128511137128865,0.0102329092784123,0.00161800943424231,0.00324860851858839,0.00116263816967146,0.00183478328075516,0.00121257928183257,0.00174347304183899,0.00232975476646873,0.00400407886872526,0.00121272040937002,0.00121562413243966,0.00626821615477307,0.00136533893133807,0.00119614123978896,0.00192296737638812,0.00196675249582864,0.00171079338826214,0.00366303998835802,0.00244969416740379,0.00161769265041645,0.00625420837523614,0.00154946148340952,0.00181692418459586,0.00203436340297893,0.000999709025885489,0.00761766007987123,0.00146701232774612,0.00227026740362232,0.00939735493934146,0.00128613990021731,0.00138540133852093,0.00183304602499044,0.0037459634254752,0.001236954505148,0.00173600587043356,0.00162921476942861,0.00178849422599118,0.0068296111634186,0.00126803515541118,0.00142085659980671,0.00176966638949601,0.00141950949299164,0.0095490319656597,0.00931575200588603,0.00133727937523455,0.00430118176182235,0.0111218679256979,0.00792041557376597,0.00132338769026822,0.00135631262844889,0.0151398218368832,0.00156513059597165,0.00232320843022896,0.00823087248660477,0.0138751724549603,0.00154147410976603,0.00169423760480798,0.00108574095365283,0.000958267040514002,0.00351077505686133,0.0062951366349053,0.0130189961317408,0.00253051710365524,0.00142204929965789,0.00129948286567609,0.00222722071929136,0.00274883801228968,0.00197092666981811,0.00184888320702124,0.00160814871477853,0.00617937657186766,0.00379495816946227,0.00126444273475394,0.00289476339287231,0.0014277894801779,0.0113313148767052,0.00106614154817639,0.0071866718810373,0.00148472461471325,0.00762400090532956,0.00108398191517898,0.00133720932658345,0.00143121080299749,0.00153440952301826,0.00239964136754888,0.00123108125470204,0.00159502226002542,0.0059469394028765,0.00111092802117192,0.00122439591446362,0.00105632590984131,0.00169542783439913,0.00223675764106651,0.00119746054823074,0.00164165247025341,0.00134045236034017,0.00106803739581939,0.00260995264280908,0.00473914019439098,0.00134878797015251,0.0136058574147479,0.00724673496632025,0.0019042772485913,0.00178648414446892,0.00245789620617061,0.00180351321444942,0.00805282177481258
"9",0.00159283048457015,0.00179526412624913,0.00177441614355648,0.00291289183008639,0.013444524860515,0.00166095960463061,0.00205105698548422,0.00111232804689298,0.5,0.0012874526729749,0.00117077936442945,0.00710705436159252,0.00144864567288428,0.00121083126835049,0.0027937338495078,0.00138145037615159,0.00107307582230876,0.00863836756478854,0.00148038892142311,0.00236040737987734,0.00123395213507597,0.00139845968373687,0.00103635958990239,0.00123544902885336,0.0166855457967891,0.00149588804766084,0.0192426412128681,0.00144611861777551,0.00164344747291292,0.00207793224158135,0.0016479003740025,0.00157026127699856,0.00109710174870279,0.00670416521308541,0.00234174359334842,0.00163097757019128,0.00459170488365238,0.0023732343134377,0.0010323473547504,0.00236864019845357,0.00174626999326833,0.00119185494099214,0.00126585855424329,0.00138625332145999,0.00113062949413888,0.00175011524953243,0.00149711048192457,0.0111971189750445,0.00108819712759216,0.00105283607211582,0.0036157080351591,0.00140358962148824,0.00164178545242684,0.00131379720824859,0.00748817256873336,0.00123505434433029,0.00181887147365557,0.00311830583429511,0.00224357841093288,0.00154002713425385,0.00341726747958513,0.0117042592990625,0.00189072729908659,0.00176756551360193,0.00238066091194094,0.00146933218883667,0.00390696370716107,0.00114977557401452,0.0076046154296038,0.00121776618887382,0.00133453086712754,0.00685676730300247,0.00116248106273223,0.00585136569858278,0.00142678046313361,0.00131090397983268,0.00127804878493434,0.0093283193068918,0.00404606643521103,0.00476158010006318,0.00705953393117863,0.00347933574827959,0.0015441877365497,0.00235179359129333,0.0012324624013006,0.0021101355855366,0.00182876983964821,0.00364490743787898,0.00156778689357447,0.00169298789348941,0.00173112685574679,0.00150280511413623,0.00211820927874601,0.0017619055781272,0.00105595075736622,0.00152899470162686,0.00113907928580443,0.001330321843407,0.00137344972373447,0.00865229056919873,0.00267153365615541,0.00673266675570265,0.00160404573380146,0.00122706992526074,0.00118389253837904,0.000952008623272818,0.00749019807209662,0.00142920127571912,0.00152027068548741,0.00115725339334193,0.0069854966571294,0.00132749379893726,0.00130560263609189,0.0100898155033372,0.00111696622161183,0.00181928219966249,0.00699787612364439,0.00234358240248435,0.00265394417021216,0.00121337341489152,0.012581621674646,0.00115872836171747,0.00561299506593296,0.00102136515070329,0.00236868753767303,0.00188538767465212,0.00855032149632773,0.00207409418025742,0.00164782593084156,0.00162626652257542,0.00651909553729719,0.0171536755365054,0.0129685993817874,0.00140733735535294,0.00757438455836179,0.0026597271223429,0.00293560197519686,0.00124986783745179,0.00436500228578368,0.00255512888290249,0.00158358550101341,0.0011822082771112,0.00216278471383832,0.0141489533835988,0.00138261948900999,0.0026164991592232,0.00228240942919066,0.000930353194192237,0.00195760508798411,0.00768340947840549,0.00149106821184059
"10",0.00112308487544827,0.002378369295027,0.00149102249398723,0.00141224568616497,0.000930454923176707,0.00988119232344468,0.00116739745121169,0.00195084941656305,0.0012874526729749,0.5,0.00174065197792314,0.00118580266928951,0.00132889883532437,0.00169639457597473,0.00211236284008514,0.00112587809388162,0.0138577437220258,0.00421107581327724,0.00125305194421183,0.0010962155192473,0.00547398155276802,0.0060178992348248,0.00164850684204295,0.006253262133164,0.00123162525013977,0.00162766753975148,0.00106416833160462,0.00365678850985667,0.00125443182548985,0.0107564788100361,0.00175029957456424,0.00111801590590685,0.00182881693041192,0.00111267611378127,0.001109180790739,0.00172307348610611,0.00570760646396061,0.0012189839415488,0.00586756123846921,0.00143358185488085,0.00489209370055718,0.0120975851133108,0.00346359815514025,0.00124467430504003,0.00267421866470784,0.00132113971858421,0.0013871981643953,0.000990790884580404,0.00181613955645702,0.00236887288083733,0.0018658386170483,0.00675283327742596,0.0014258666354415,0.0131254825235336,0.000989614391587107,0.00720476267118808,0.00109176228577167,0.00135920252367108,0.0018499020601531,0.0117403876649459,0.00125476311748274,0.0013192391946263,0.00121815480076531,0.00113796296943373,0.00595990308973107,0.00229905766237394,0.00134321199919859,0.00170412005547915,0.00666380997761354,0.00690867659088565,0.0277522566959788,0.00558341655238086,0.00200112457711047,0.00124556707512061,0.00134188315893361,0.00388337422998824,0.0105847065037395,0.00125011433566587,0.0101221923568652,0.00190538328883947,0.00356431205786184,0.00654382606415207,0.00829305859730919,0.00901272036726401,0.00146819016805655,0.00138881866533384,0.00124303964609626,0.0013224694206881,0.00283405451797535,0.00684386129142602,0.00137944620125465,0.00387080786369169,0.00148227996525687,0.0014357410137407,0.00164733361401875,0.00129715707971491,0.0115789109458709,0.00131847323638783,0.00655275730698321,0.00240676419609769,0.00127906571462339,0.0110099887380977,0.00194565490106,0.00145041718293251,0.00628975005292509,0.00200651433873173,0.00175452336404587,0.0011279189740299,0.00114006503547567,0.00216612839108375,0.00124016473589203,0.00182192564933974,0.00658158095004043,0.00124928793933142,0.00949527513938049,0.00126636026439923,0.00111081168732354,0.00119244592394033,0.00106657124945606,0.00177757314079517,0.00106145822852631,0.00155916845370319,0.0135433934982319,0.00590456655345689,0.00129457936851229,0.00114487185236139,0.00147907532044609,0.00119488017580507,0.00121619401131794,0.0139244786875104,0.00183402451682779,0.0013933409212819,0.000974374575621304,0.0014780660271775,0.0012444180822502,0.00130113073954779,0.00161781416584112,0.00157798937682172,0.00134721553079062,0.00153667296367855,0.00582929730456666,0.00423922132668434,0.0016115059247602,0.0015262416026766,0.00124686028998154,0.00164993857428454,0.00175939130412396,0.00158301436482015,0.00151328853265435,0.00179265518726542,0.00544046649434897
